timestamp,symbol,action,lots,price,sl,tp,retcode
2025-12-03T09:35:28.763084,XAUUSD,BUY,0.01,4202.08,4199.660662291788,4206.918675416424,DONE
2025-12-03T10:27:50.495742,XAUUSD,BUY,0.01,4200.99,4198.1494855319515,4206.671028936096,DONE
2025-12-03T10:57:41.172547,XAUUSD,BUY,0.01,4201.33,4198.7876034890405,4206.414793021919,DONE
2025-12-03T11:17:06.053913,XAUUSD,BUY,0.01,4200.56,4198.3768220178945,4204.926355964212,DONE
2025-12-03T14:08:05.535528,XAUUSD,SELL,0.01,4224.19,4229.90664059067,4212.7567188186595,DONE
2025-12-03T14:31:07.627038,XAUUSD,BUY,0.01,4228.45,4223.112944490831,4239.124111018337,DONE
2025-12-03T14:45:04.032829,XAUUSD,SELL,0.01,4226.57,4233.593485248946,4212.5230295021065,DONE
